LotArea,Neighborhood,BedroomAbvGr,Neighborhood_encoded,SalePrice
5845,D,5,4,930806.913689488
2189,B,1,2,392840.714651657
3689,B,1,2,253616.46403592796
5095,D,3,4,723877.405543781
2875,A,1,1,361247.8879197024
8768,A,2,1,1353820.3036751053
4406,A,5,1,420072.541560741
4932,A,4,1,507586.1315748919
9240,E,4,5,1434428.1845506383
6408,D,4,4,480387.66222671204
4861,B,3,2,537498.5649826019
8406,D,4,4,1249026.0172861984
3833,B,5,2,457330.4019683337
6285,A,1,1,675480.7094955271
8645,E,2,5,1375634.5369947022
5777,C,4,3,311262.742597205
3735,C,4,3,289268.0264543298
9273,A,4,1,836685.4399457345
9278,A,2,1,961656.0498595226
7368,D,5,4,915079.3452693555
1821,E,4,5,412488.56655787793
8525,E,1,5,1372711.772044586
1162,D,3,4,269252.3637430512
8777,E,2,5,897380.6167458922
2932,E,5,5,509048.96568532765
4535,C,1,3,341055.1039982321
6956,E,2,5,823364.261588866
4446,A,2,1,379861.83599903213
3790,C,3,3,581526.984758528
3707,A,3,1,442756.0810902222
8959,A,5,1,1366763.694903749
4933,D,4,4,987256.2416163227
4385,E,3,5,471506.32965607895
7636,E,5,5,1093658.9821220555
1922,E,2,5,313310.44017234555
9089,E,4,5,916698.2628224303
1564,C,1,3,428867.76770028676
4258,B,2,2,479487.7852791081
3500,A,5,1,582134.8830720104
5566,B,1,2,820370.0946608705
7881,B,2,2,1156341.880698705
4636,B,3,2,401665.62684479094
7030,C,5,3,1038501.6800862653
1223,B,1,2,243976.4459457009
7297,C,3,3,979516.6195318351
1350,D,1,4,313136.15432004596
8314,D,4,4,1410674.3409100543
2928,D,4,4,327808.3851975045
8743,C,5,3,703412.7853242636
9540,C,1,3,1255525.8208352018
5732,A,4,1,681666.6678256264
2017,B,2,2,339863.45022826944
3226,E,2,5,430153.95941245
8206,E,4,5,667845.7222494637
8170,B,4,2,1030365.022320979
7207,E,5,5,597062.9110861713
3419,E,5,5,402188.82874003804
7240,E,2,5,901689.1684133608
2893,C,3,3,425754.1897918462
6322,C,1,3,689710.591701057
8718,C,3,3,891416.5564488625
7878,B,5,2,1052343.2029031222
2125,D,3,4,400381.22547209205
4117,E,5,5,385096.2483500148
5161,A,3,1,592604.3639759008
5042,C,2,3,856037.7338579964
5433,A,5,1,457876.37353696994
9638,E,2,5,1566299.6044502724
3658,D,3,4,385998.99683739024
4483,A,4,1,393776.04952709214
3944,E,4,5,505535.6609705711
8210,E,1,5,857864.2756599956
8653,C,4,3,855446.2423253534
9787,D,1,4,1093951.743713056
2986,E,3,5,766459.7119040538
2074,D,1,4,478479.08871428604
5305,C,1,3,874191.9869804726
4007,A,1,1,204400.88982050467
1969,B,2,2,444992.66765399836
9772,B,1,2,1463986.6657388355
3824,B,5,2,475938.82060474175
2211,D,3,4,387999.280410759
1229,B,2,2,151790.80807452466
5284,A,5,1,378509.690450655
4185,E,3,5,722604.800255364
1501,D,2,4,295808.1932136561
1048,A,3,1,188972.9675703722
4566,D,4,4,604186.0459608496
4055,D,3,4,616705.3457323608
9880,D,4,4,1084835.2837010864
1386,C,4,3,180587.1459669862
1969,E,3,5,212241.18302790128
6820,B,4,2,544788.0737009078
4052,C,2,3,564741.394754489
8397,E,4,5,781158.708539279
3302,B,1,2,305836.74734895263
3283,C,2,3,407143.3109917542
5366,C,2,3,750344.0553776677
1122,A,2,1,139117.51330595286
7799,C,1,3,562152.7332916928
4727,D,1,4,478744.3795261132
9450,C,1,3,925774.7433791559
5958,D,1,4,868317.9278920618
1524,E,1,5,256609.88290610985
9399,E,5,5,1103805.9010746079
1148,D,5,4,401019.5025846543
9001,A,1,1,1103076.2645229865
1437,A,2,1,177191.11126757687
4749,E,4,5,565243.0931825177
9186,C,4,3,1006003.5957094722
5453,E,5,5,608741.676507151
6336,E,1,5,715032.7271488289
5551,D,3,4,933814.4595222312
3823,A,4,1,418697.99260775506
6728,D,4,4,1000241.2367172485
9677,E,2,5,1398408.2113518827
9391,B,4,2,978774.5617653268
2982,C,5,3,607915.701498286
7996,E,1,5,1279103.8973362565
3311,D,1,4,574180.5284620636
8225,B,4,2,747212.07202434
1604,B,3,2,328664.97464208526
9175,E,5,5,1340839.5134622043
6785,A,4,1,783141.4911587752
5597,B,5,2,843274.739149173
8759,C,3,3,1269799.2624991308
8532,D,5,4,1248336.0920392321
9740,D,5,4,1012465.9765100122
1838,D,5,4,377444.7012660417
4815,E,1,5,888051.7715674317
1847,D,3,4,466611.95539935277
5709,D,1,4,1010131.6372987678
5507,C,2,3,498048.31795857166
7575,A,4,1,512740.90019697556
5773,E,1,5,602333.4060492024
5468,E,5,5,545477.6248864845
6192,D,2,4,560547.8240442302
4320,C,3,3,382811.1937088829
5698,B,3,2,758749.367639573
5311,D,1,4,910491.7224100983
4673,D,5,4,416473.42569643154
2564,E,5,5,455649.5692536471
2840,E,3,5,622026.8464604625
7058,D,5,4,1211172.9096033901
8131,E,4,5,1390394.7676488026
1726,C,1,3,185244.7761947374
7697,B,1,2,965381.5107602727
1282,B,5,2,289815.690963378
2081,B,3,2,371673.71689019084
4885,D,4,4,728234.259205646
3881,D,4,4,639730.7234905261
3970,D,4,4,488199.4701467961
7985,C,2,3,1199282.7066036672
1947,B,5,2,322763.28500042745
5760,E,4,5,589194.571977057
1066,E,5,5,413099.4815231006
9828,A,3,1,1306532.635054296
9505,A,3,1,774748.2623878822
1564,E,3,5,380273.67816909164
4670,B,2,2,531740.6718111287
3251,D,3,4,548658.421839032
1804,E,5,5,312932.13228665164
5631,E,1,5,1017395.8191905271
2235,A,1,1,244427.761830626
7720,B,5,2,1114290.2744065102
7906,E,1,5,827048.0943584141
7016,D,4,4,634095.4744240282
4549,D,1,4,687660.2429495932
8938,C,2,3,692774.094344241
5141,D,3,4,709947.1407250796
7966,E,1,5,1039470.154161844
6335,E,1,5,701169.9742345057
6077,D,2,4,498086.80373141996
6611,A,2,1,774773.8076408923
9089,B,1,2,706183.3951335298
3892,E,4,5,554720.749272666
6577,D,1,4,1064149.0256011602
4618,D,4,4,506816.0975767102
2559,E,3,5,570617.3214015223
7683,C,5,3,875804.1657391549
2507,B,3,2,310150.13611802284
3063,E,1,5,619665.0927374868
4642,D,1,4,544013.9035460022
3000,C,4,3,367815.8281604721
2294,E,2,5,342243.5623962851
5065,B,4,2,668311.3107673649
9014,C,2,3,1240945.449898575
2603,D,2,4,507335.41176295606
2322,A,2,1,280450.82713495626
6956,B,2,2,491221.2160233404
3441,C,1,3,327176.5689302213
2098,E,5,5,525890.9528611292
6073,E,5,5,575241.5011928233
9488,C,3,3,889503.3869187696
4787,E,3,5,804218.0928689196
3096,C,3,3,416403.0907109089
3208,B,4,2,368801.9120326766
6988,E,3,5,603490.84881073
1175,B,3,2,89291.08451862399
8169,D,3,4,733144.7616382779
7014,D,1,4,896535.1201443807
2667,D,3,4,255387.03856363433
9867,D,5,4,759298.3531869156
2823,E,1,5,536947.9191605997
6147,C,2,3,877932.4505648556
2356,E,4,5,582176.0139954392
4072,E,1,5,721301.424897652
4259,B,1,2,630560.1911866288
7199,C,5,3,777100.1849955039
1546,A,3,1,216337.42336689646
6231,A,2,1,577513.8231248874
8965,C,5,3,1480163.1550649202
3083,A,5,1,435580.9016700306
3040,C,1,3,546369.4513796876
5534,B,2,2,608198.4208199107
2752,B,5,2,399689.4413883408
2849,E,4,5,469597.1765490081
3642,A,4,1,295324.1665594922
2600,C,5,3,438058.718320654
5402,B,1,2,474549.88925983285
4799,E,4,5,628341.2039580689
1618,A,1,1,243681.70206496716
2132,A,3,1,283199.30339439976
6491,A,3,1,991169.5350219829
6795,B,1,2,557582.2515939237
8633,B,5,2,675128.2640616611
2487,A,3,1,267038.6038339804
8848,B,3,2,1268932.6827000803
6009,A,4,1,988726.7278904624
3113,D,5,4,488096.8712382712
2044,B,1,2,369762.29771481664
3431,C,3,3,410270.3568544052
8979,B,5,2,593466.4238347037
2582,A,3,1,352669.8110937243
2308,C,4,3,465446.8286934859
5917,E,5,5,531173.2381601124
9793,C,2,3,966744.2206687068
2620,C,4,3,516733.8948503318
8503,B,1,2,497597.2840262274
5766,C,5,3,1002744.4315946496
6362,C,3,3,849322.5738263748
6192,A,5,1,807764.0127302381
7622,B,1,2,973158.8411677155
7093,A,5,1,902676.6380571118
7704,B,3,2,595856.6458658491
1100,E,4,5,304275.7498016295
7657,C,4,3,998580.588845934
6875,B,3,2,751143.7740103657
5271,C,2,3,667310.0652965752
1237,C,2,3,333856.4211275358
8226,D,4,4,957187.346761679
9032,A,1,1,586690.7677383613
6218,B,5,2,487313.3742063981
5025,E,3,5,895423.8670346087
7073,D,1,4,1093771.381259327
3542,A,5,1,373092.1737194215
2537,E,4,5,523651.5443072948
1754,E,3,5,331816.3909947357
8396,C,1,3,1374264.6615449842
8823,A,5,1,1253004.4903909054
6507,D,4,4,632731.9490375776
5235,B,4,2,454186.8945274773
1540,B,5,2,177881.32122249765
6510,D,2,4,564226.9797610939
9461,C,2,3,1069708.5486612353
8926,C,5,3,726553.2353767243
6131,E,5,5,773695.9845498807
9697,A,5,1,795086.4266087346
2129,E,4,5,679845.6963441572
4145,B,3,2,374314.3755585521
9553,D,4,4,1224443.9569548909
4720,A,4,1,447069.0072307382
5067,D,2,4,476103.2396259088
5195,A,5,1,837977.8986745458
8281,B,4,2,902522.3145705374
3509,B,4,2,545901.4489033838
6016,A,5,1,724903.6278731282
7533,C,3,3,953300.0802558111
5727,A,2,1,483866.7066838627
1681,B,1,2,363524.0287541128
4932,D,4,4,758026.1401870658
6560,E,3,5,1290611.685233419
5016,D,1,4,665413.8086310847
8339,B,5,2,917447.3866735114
1719,D,1,4,345979.0117672715
1074,C,5,3,409387.52194137557
5157,C,3,3,709517.0728674636
9511,A,1,1,886465.4961798192
3149,D,2,4,340975.86055835686
7713,D,3,4,1253258.7303578446
5207,B,1,2,673642.9216329803
8141,A,4,1,562858.2912005169
9652,A,1,1,810431.2285689312
4936,D,1,4,846162.9652937013
2075,E,2,5,472276.4876398914
4876,D,3,4,619647.2783897775
5615,D,4,4,639209.8587693326
8265,D,3,4,854371.6513342999
7379,C,3,3,659934.2294576858
5652,A,4,1,647885.3500134717
7792,C,4,3,1135628.1324486895
8456,E,2,5,1088161.6825154142
5674,B,5,2,748152.0292344177
1541,E,2,5,299588.7867640704
3161,A,4,1,395134.63144848
3251,B,1,2,337334.1792855217
5569,E,1,5,674228.3438669938
3744,A,3,1,622921.8344980862
7041,E,3,5,801807.3135135135
5675,B,5,2,678336.3596053468
2560,B,5,2,408703.14629884163
2164,E,5,5,586009.5745233104
6419,C,5,3,1070159.8817731927
3722,E,1,5,613848.6354921886
1470,E,4,5,464137.64349141286
2468,E,5,5,454801.6960507006
8925,C,2,3,685838.0628047519
1808,D,5,4,390536.56391756114
9363,B,1,2,673617.616159271
7719,A,3,1,1257853.1151044331
6073,B,2,2,740260.0258798366
9012,B,5,2,1178483.1044320243
2645,D,1,4,336608.8457815673
9249,B,3,2,1392605.0980802726
2129,B,5,2,261049.98321394864
2353,C,1,3,323207.25414659095
1767,C,1,3,229889.39080924971
4895,C,4,3,710834.3244350663
9874,C,1,3,1618859.8586213083
4454,C,5,3,437997.4754264992
8329,A,1,1,904607.4457001899
2790,D,2,4,539006.3999331162
1885,E,1,5,413030.02509787004
8734,C,1,3,874309.5238311543
4906,D,2,4,688762.6897173467
5492,E,5,5,957114.1640029395
3073,B,3,2,528436.50729919
1312,B,4,2,216390.02900957968
7269,D,3,4,1043278.523105815
6317,A,5,1,781579.1569834154
1810,A,5,1,249332.14589428363
7841,D,2,4,667827.9468959757
3032,A,3,1,443388.3293451527
8129,A,1,1,544345.9024562344
3705,B,2,2,299008.2054759814
9788,A,2,1,825795.9969783633
3147,A,4,1,358291.43483583763
1615,D,2,4,401884.32348340534
1947,A,3,1,204114.79702680293
6677,C,5,3,986521.0864863134
5651,C,4,3,885490.9123979977
8866,D,1,4,1110686.8268965976
3013,C,3,3,441266.87230407423
4697,B,1,2,530575.4203297462
1490,D,2,4,286472.87269044097
5350,A,3,1,421333.66605443496
3428,C,4,3,581518.7780319104
5987,B,4,2,748499.7120189094
9733,D,1,4,661358.3816350416
5920,D,5,4,615910.7056368784
3926,A,4,1,461637.53391676355
8282,E,1,5,1325774.231340046
5376,C,5,3,938921.2868214533
5868,B,3,2,840921.4591931569
7986,D,4,4,1279758.9574834611
7862,C,4,3,917458.8770122369
5423,B,1,2,705379.7971866014
7870,B,4,2,686198.2599920802
9159,D,1,4,1252750.332102684
3073,C,4,3,351799.99658161536
7170,B,1,2,792325.3943415877
1701,D,4,4,403726.7137558975
9113,C,3,3,1453741.3567676134
7825,C,3,3,1151673.564683979
8867,D,1,4,759175.5499586514
5264,C,3,3,649051.7398070657
8968,E,1,5,1147634.4858179097
9146,B,1,2,1428446.0866986252
8776,B,2,2,1208380.3148300138
9558,C,3,3,618008.8442725774
9719,D,2,4,855654.7787849294
5886,A,2,1,802447.776973314
4935,C,4,3,845968.8832575034
5619,A,1,1,522649.172862417
6191,C,5,3,927226.6236027328
7875,A,2,1,741526.7643117057
8856,C,4,3,638521.2357435239
6401,D,3,4,1020604.1406966884
4022,A,5,1,559007.8179265655
6738,E,1,5,582653.0364374506
6984,D,4,4,752438.627985732
2770,C,5,3,613334.4873409683
9989,A,1,1,1234248.0454536479
4215,B,1,2,624218.8518503509
7694,D,5,4,878308.935833475
3976,A,4,1,557177.8732320259
4737,D,5,4,710255.6384560117
1752,A,2,1,270123.28087583993
2392,B,1,2,280448.6576819064
7789,E,3,5,1126175.807098073
1677,B,5,2,311150.53418350563
1105,C,5,3,193212.88651654538
5753,D,1,4,804953.2229562491
2946,E,1,5,369651.3567322159
6544,D,5,4,657204.7371568441
2095,A,3,1,213687.4947389022
7985,C,1,3,982649.6379759621
2782,C,1,3,512614.60759334965
5541,D,2,4,442988.95629724336
4257,C,4,3,792865.4552265588
7213,D,2,4,738544.6116840135
5869,A,3,1,582167.6369013357
2561,A,4,1,279390.18642872036
5006,D,5,4,884685.1301698666
4981,B,3,2,672918.1615256123
6682,B,3,2,603939.3151334114
6782,A,2,1,560906.7525634579
1943,E,4,5,588167.5453065694
5550,B,3,2,937975.2859563741
1600,D,4,4,292805.01277282886
7376,A,5,1,605006.6010918975
2524,C,4,3,480988.8746474939
4766,C,2,3,877211.7150045467
1250,B,2,2,350807.4882220697
1078,E,3,5,246749.24624311744
4123,B,4,2,652770.3355435833
8064,E,2,5,1257975.8839409582
9417,B,1,2,1445377.6697311478
2209,C,2,3,355009.85030234815
6153,E,5,5,914961.8862805339
5898,C,1,3,919631.2328986598
3178,D,4,4,490805.73684895964
8610,D,3,4,1253611.6359967326
9895,A,1,1,770010.3735701692
3544,C,2,3,348001.8567067618
6522,C,3,3,815096.1284483783
3370,A,3,1,474766.2479661812
4281,D,3,4,513332.759272701
5710,D,3,4,718941.7932580464
1328,E,4,5,368431.69523482077
6579,E,4,5,1033102.6714466191
5228,D,4,4,523536.28534009954
7794,B,2,2,1126913.4626794613
1120,C,4,3,261906.12739773642
7749,E,3,5,1201510.0867958514
1964,B,1,2,276560.89893266174
5224,E,1,5,957555.7824505451
4675,A,1,1,541861.1527055487
6694,C,1,3,559683.523621493
3076,E,1,5,382906.72224420786
7865,D,5,4,885401.4560827452
6643,A,1,1,781983.214049635
9524,A,1,1,1027744.0029702145
6249,D,1,4,725820.2897857303
2316,A,2,1,231138.54882005524
2196,C,5,3,357248.54314982024
4170,E,1,5,552115.4598688252
1355,A,4,1,317638.07468047645
1028,C,2,3,205276.90315268788
2013,D,5,4,397992.9059782488
3024,E,4,5,536261.023821904
9490,D,4,4,690893.8586473912
6839,E,2,5,1029079.020795073
6791,A,4,1,809572.8381758218
1754,A,3,1,216661.2289164324
9961,E,2,5,1464909.1637963052
4735,C,2,3,366011.7450983674
2238,C,3,3,323778.3441693756
2906,C,2,3,578520.28850458
8399,B,4,2,962098.4720192184
8961,C,4,3,1275692.2050330462
5601,A,4,1,406122.7143607464
2460,B,3,2,350359.47111528896
8669,C,4,3,1055126.368993505
2416,A,3,1,377717.89157657995
8766,B,3,2,596867.073607609
2428,A,3,1,324560.51079884294
5378,E,2,5,1054395.2988064697
8529,A,5,1,1190265.4487865742
5474,B,3,2,611059.0982427658
4071,C,4,3,357038.5485693754
1555,B,3,2,320907.48508306604
9547,C,1,3,714780.577065716
2563,C,2,3,548796.1770430326
2040,D,4,4,406612.83429646335
3686,E,2,5,658728.8954421114
3553,D,2,4,696400.1444535714
2779,B,1,2,316119.2389703096
1075,D,3,4,117475.53071952467
5326,C,4,3,669210.6617946952
6835,B,5,2,959775.9930961439
6057,D,2,4,621236.7364532786
3349,A,5,1,524348.4670733649
3773,E,5,5,787404.586933572
3262,A,3,1,458701.0404502504
4229,B,5,2,552606.8684250462
1392,D,4,4,245382.93179866316
2108,C,3,3,391886.3669771942
5362,D,5,4,537584.9392283972
6188,B,3,2,559178.2123601446
9802,B,4,2,757401.7661812571
6057,B,2,2,574294.9793761062
4998,B,1,2,420573.41056298703
9864,D,3,4,1590179.6391310382
7566,A,1,1,783385.9955285074
4677,C,2,3,446532.0044171243
6796,C,4,3,1031822.1874650209
7363,E,2,5,940940.6765299676
9123,B,1,2,680139.4518300348
9222,B,4,2,1372959.1570098842
8690,B,5,2,661535.8949459476
2400,A,5,1,321635.68035769387
5071,B,3,2,590109.1108998812
9808,E,5,5,1681265.8036758676
3786,E,1,5,709829.7736914566
8169,A,5,1,1212894.2794342902
1870,B,3,2,461753.9366244198
5196,D,4,4,489921.95123386994
3739,D,5,4,593877.4757293902
1940,C,3,3,497053.6996103411
1340,A,5,1,245970.65886039782
8422,D,5,4,1261993.8124287329
5133,C,1,3,705764.5359657101
1659,E,3,5,378988.81820051745
4457,C,3,3,608959.1218436372
3975,B,2,2,496347.66804891906
1453,B,2,2,253957.34873278427
9184,E,3,5,1521669.981473273
6442,A,1,1,590223.6468089222
1818,B,5,2,280428.9641723838
5868,B,4,2,681657.9686867886
1012,C,5,3,270237.07203617267
8727,C,4,3,990785.5645830649
1920,C,1,3,327149.5660223409
5920,D,2,4,697974.3437209933
3418,E,3,5,409433.47243974847
7475,A,1,1,1097436.8432138632
3017,C,4,3,404936.85537238
8957,A,3,1,1321245.4259333522
5792,C,4,3,550967.285565651
7830,B,5,2,813010.7265549416
3434,A,5,1,273558.74620926555
3868,D,5,4,709928.6258228055
2438,C,3,3,240964.609788995
4543,E,2,5,807981.6981934675
2781,B,2,2,358077.34264956904
7343,C,4,3,1133835.2451528308
3263,A,2,1,518859.6033199054
1211,C,2,3,156523.41099823618
9699,B,4,2,659248.5501501125
7159,E,4,5,646552.1718018737
8027,E,4,5,904557.208072708
1331,E,3,5,279840.4253185955
7860,B,4,2,808079.6928267534
9044,C,3,3,815273.7230620737
9169,B,3,2,896992.7805927778
9742,B,3,2,1538157.6797894805
6720,C,4,3,920573.081974894
1727,D,2,4,398135.1857376098
5975,E,2,5,978963.9642800293
4243,A,4,1,568949.6680635026
1648,A,2,1,265640.3779981843
6095,C,4,3,1047014.9770627543
7614,A,3,1,548890.0569087669
8135,D,5,4,794135.8909715847
2009,B,1,2,142173.3377113743
2550,E,4,5,418293.3904771626
9995,A,3,1,668453.4357900984
8492,A,5,1,519603.2403832087
4401,C,3,3,713828.1062626214
8447,C,1,3,586400.5727509548
6424,B,2,2,473043.7408085843
5241,E,2,5,706196.6407767285
4161,A,3,1,406971.5150664459
5155,B,1,2,858350.0575138439
8478,E,3,5,1296259.9421948001
9719,B,2,2,920248.5800290061
7617,A,3,1,761148.9785993481
6660,C,5,3,946929.1692801391
9624,C,1,3,763378.4620349896
2176,C,2,3,351149.7770556777
8956,D,3,4,953141.9844345532
9592,B,1,2,1021177.9583477061
3233,A,3,1,358344.1364225741
5700,B,2,2,492378.4187275479
6906,C,1,3,1093948.94893766
8860,B,2,2,1375531.55295704
8526,E,5,5,1051832.7856375384
6559,B,5,2,982917.1491977543
7732,D,4,4,988756.655236638
3513,D,1,4,330687.20515193476
8830,C,5,3,1078289.5214104287
7944,A,4,1,612277.561912303
8910,E,1,5,1273041.2111785416
6649,A,2,1,487202.2359548544
2096,A,3,1,277440.02053793287
2951,E,3,5,600335.0440911008
8799,D,2,4,1467471.0324649087
9804,C,5,3,1592470.2323368387
1595,B,3,2,220350.90507461407
8875,D,2,4,1394089.6281465124
5439,C,4,3,520453.9556919104
6972,D,4,4,1066999.531593177
1858,E,2,5,464525.0529709267
6519,A,1,1,513953.36743770004
8385,E,5,5,1556923.634230291
9636,B,5,2,930952.9304770652
5317,E,2,5,810659.9017981229
4454,A,3,1,647960.5654883747
2030,D,5,4,493448.3147993659
8906,C,5,3,1164979.0529241136
2447,B,4,2,475722.66820510325
3850,D,4,4,600784.203459332
9106,C,4,3,1011079.9078965297
8151,A,5,1,1216654.9516848288
7952,E,5,5,1194559.3512739758
5055,D,5,4,584605.2421248648
6402,C,3,3,978940.8584217041
2672,C,3,3,485645.64429797477
5532,E,3,5,621196.485133966
5924,D,1,4,685168.5621835565
7085,D,5,4,723162.6191447931
8734,A,5,1,580213.609482244
5864,D,2,4,541522.3994257664
2221,E,2,5,351201.03763075604
3860,D,1,4,510897.1644537465
9428,A,2,1,1441323.4608173473
4253,C,3,3,753399.0685924096
4782,D,1,4,866155.3961566207
7957,E,1,5,1091485.956034045
1766,D,1,4,380627.0795328278
3681,B,4,2,467516.6025428013
8710,A,2,1,682585.0821888004
8482,C,5,3,1096363.5494730026
6086,B,4,2,1000249.790751706
8964,E,3,5,1217378.9751597953
3665,D,4,4,613332.852562188
4513,A,3,1,321457.6000538413
1495,D,5,4,452902.66680796095
6822,D,5,4,1073737.7880974459
3072,D,2,4,356475.8551496015
8795,D,4,4,1039309.5550216489
9529,A,5,1,1304644.0330495185
4949,B,3,2,415877.7001187124
7033,E,5,5,735654.8592161211
9328,B,2,2,787751.1950985974
3555,A,3,1,487340.52808189864
7370,E,1,5,934925.6081604289
5415,C,2,3,500575.5262232996
6959,B,2,2,951856.841342659
6993,A,1,1,460651.9924388
6021,A,5,1,796916.8071615282
3907,A,2,1,511787.6321097918
3914,E,1,5,418936.55733168044
4870,D,1,4,666919.0531479395
6085,C,2,3,674880.1172104876
7546,E,4,5,656070.2989083272
1395,E,2,5,380546.7221210894
1938,B,4,2,272862.68413941015
3510,C,5,3,562286.375091595
5636,A,1,1,469970.09906710056
2649,E,3,5,423835.5565838675
4690,C,2,3,807355.6751301788
4435,B,3,2,267536.72902906494
4201,D,5,4,669252.305791876
5179,C,2,3,833256.8297982216
9405,A,3,1,553864.1196236674
4237,E,5,5,833135.1341958839
4862,D,4,4,647161.8740786575
1058,B,5,2,334694.3765186449
5938,A,2,1,790427.0375580519
3971,D,2,4,620414.3769045535
9314,B,2,2,1305287.6977052125
4345,A,5,1,313509.72365932073
3486,E,2,5,402433.1842986187
1561,B,5,2,345284.17708313453
4981,D,1,4,445184.7878087715
7261,A,1,1,582321.2269973159
2737,C,1,3,489355.90567246167
4554,A,3,1,353975.63676975033
8095,D,1,4,813460.2115847954
9266,D,1,4,1308147.0386851141
1294,C,5,3,271848.9097000924
9212,D,5,4,1161609.437639051
6330,A,2,1,739901.6242255279
5655,B,2,2,586919.4997354883
2109,A,2,1,208253.3040526086
4771,D,5,4,786090.0793842791
9563,C,5,3,1529834.755628028
7123,C,1,3,998257.4679776668
8647,E,4,5,587607.5764665751
2174,C,5,3,497660.22383198305
2164,C,4,3,411415.0194853894
9712,D,5,4,763720.972709669
5466,B,5,2,737367.6267814806
6538,B,3,2,568037.0960552752
8111,D,4,4,1089119.7705947082
9434,C,3,3,1466355.6049173425
3800,A,1,1,680160.3788834908
5607,B,3,2,666342.1436114752
8262,D,3,4,992456.8641300842
2541,A,1,1,136146.5526046079
3765,C,4,3,328574.9077819127
5491,D,2,4,640751.1654793165
4083,B,5,2,632401.8433793738
6356,A,4,1,928337.9322815036
2857,A,1,1,272345.07039664185
1769,B,3,2,330610.65959310543
2422,A,2,1,305972.95607746614
9598,B,3,2,1380320.5735583901
3972,D,5,4,792309.5603893928
2872,E,1,5,505323.8023323783
6599,C,2,3,760230.9142823208
3269,D,4,4,304522.5455225685
6275,C,4,3,644231.4866751158
5749,C,1,3,681788.2027093102
7571,B,1,2,986352.6135445095
6072,E,3,5,1028102.8610141854
6463,C,2,3,683195.8597582992
8450,C,5,3,1484430.8402892118
9420,D,1,4,773047.4420241355
4959,E,2,5,451647.4601086256
2313,E,1,5,377281.8013165148
8847,C,1,3,1023842.8546251578
2070,E,4,5,576094.2586314798
4285,D,2,4,350985.8759611101
9949,B,4,2,1224951.3126984788
4095,C,4,3,698190.5920653864
1320,A,2,1,186158.11341610475
3321,C,4,3,397322.1415641784
1555,C,3,3,318201.60741322406
5939,B,5,2,595771.5382615816
6432,A,5,1,636738.387844594
2386,A,3,1,302495.49506865535
5763,A,1,1,894975.7505031314
7854,B,4,2,1007465.612811337
8637,E,5,5,1303250.150041775
5841,A,2,1,613228.0055513869
4867,E,1,5,905394.6928416741
4793,D,5,4,756387.8581527967
8373,B,4,2,720746.9496739946
3513,E,5,5,643340.5480775918
4803,A,4,1,530781.7788628645
3327,A,1,1,524800.7711984147
9809,E,3,5,1431078.048307614
3165,E,4,5,521703.9388675617
4308,D,4,4,605013.3793604374
7452,B,1,2,975279.9149306845
9067,C,1,3,1531843.6788719667
8642,D,2,4,1084620.8702302203
7404,D,1,4,1049824.2262574376
1992,D,5,4,394777.38618527056
6424,A,4,1,882924.1110291325
5381,E,3,5,992918.2443427494
4174,B,1,2,353591.4095122771
5782,A,4,1,948365.0644327018
6560,D,3,4,619759.8792846529
8460,B,2,2,969433.1551703822
4078,A,5,1,486808.7172020487
3983,C,2,3,664133.9081996502
8259,D,1,4,828432.7484327627
7054,A,5,1,502566.6808537807
3523,A,2,1,394917.1887146839
5581,D,4,4,742711.089098446
6609,C,1,3,1117620.9994370672
3001,E,2,5,617580.6982178867
2387,C,5,3,538695.1575918612
7552,D,5,4,1270514.5491669842
2030,E,3,5,467041.0328038929
2220,A,5,1,255661.6936052612
7035,C,5,3,521586.0661312445
7523,C,1,3,738001.8939871596
9074,E,5,5,1367767.7726382453
1834,A,3,1,181608.57140017196
2724,C,5,3,513254.7848914233
7598,E,3,5,1012089.9145123332
3413,C,4,3,623126.2654380616
6993,A,3,1,844468.7647774692
5498,A,1,1,672216.4824430917
3105,B,2,2,346799.59275720484
3568,E,2,5,401566.8701693997
1209,D,4,4,285275.5092155569
5911,C,1,3,589608.44566188
3220,A,4,1,501609.4158451182
1233,C,4,3,316122.0744936075
1792,C,5,3,328547.4553920779
4110,D,5,4,815512.6724333307
3166,A,1,1,440026.4285766497
9526,B,2,2,1186033.3450651246
6193,E,3,5,929008.5863505094
2214,C,5,3,455943.2551080738
5419,D,1,4,827259.4158432011
8314,D,1,4,1327993.7714362005
9475,E,2,5,793504.7199421705
1212,E,1,5,277894.03519994253
2658,A,1,1,253922.42968381173
6024,C,2,3,1008857.8905313159
6917,C,5,3,809753.5984727482
6141,E,2,5,853066.5468374959
2794,B,4,2,497337.9414234375
6988,C,5,3,1033159.7963541015
9296,D,4,4,1003746.1859921822
6578,E,1,5,652240.4507104192
6551,C,4,3,774392.2869510626
4845,A,2,1,710640.1865550331
7906,E,2,5,749807.8791354507
1378,D,3,4,359235.5663294491
4293,A,1,1,288330.3586436531
4329,E,2,5,431474.45707980264
5808,E,5,5,990560.722162775
8937,C,2,3,1146307.6248919729
1224,A,5,1,203468.2640717791
1737,E,1,5,360832.09940175625
1235,D,3,4,318547.0070474314
1711,A,3,1,182256.49735820008
6988,C,4,3,952740.6213778858
2888,B,2,2,360207.63697333104
8173,E,1,5,1367763.0685301851
