LotArea,Neighborhood,BedroomAbvGr,Neighborhood_encoded,SalePrice
1288,B,5,2,197280.0
7753,B,4,2,573180.0
10468,F,5,6,249360.0
14684,F,1,6,317680.0
9211,F,1,6,208220.0
634,A,4,1,182550.0
13361,A,1,1,1092075.0
12192,D,3,4,551680.0
4950,D,4,4,270000.0
12677,B,5,2,880620.0
1064,C,4,3,143200.0
1999,F,2,6,67980.0
6990,F,3,6,171800.0
7298,F,1,6,169960.0
9864,C,1,3,553200.0
9070,F,5,6,221400.0
3482,E,1,5,140460.0
9564,B,3,2,669840.0
7956,F,1,6,183120.0
14354,E,5,5,490620.0
13940,D,3,4,621600.0
7284,F,4,6,181680.0
5925,A,3,1,564375.0
9485,C,3,3,554250.0
3808,A,1,1,375600.0
7891,F,1,6,181820.0
9879,A,6,1,905925.0
14260,D,4,4,642400.0
5219,A,2,1,496425.0
4699,A,5,1,502425.0
816,F,2,6,44320.0
7626,E,4,5,282780.0
3346,D,4,4,205840.0
4904,D,6,4,284160.0
12032,B,2,2,805920.0
7277,E,4,5,272310.0
526,D,4,4,93040.0
6695,E,2,5,242850.0
2247,C,3,3,192350.0
5550,B,5,2,453000.0
7209,F,3,6,176180.0
6492,B,4,2,497520.0
12823,B,2,2,853380.0
14036,A,2,1,1157700.0
8087,E,4,5,296610.0
10202,D,5,4,488080.0
9406,A,1,1,795450.0
10218,B,5,2,733080.0
7245,C,4,3,452250.0
9539,A,2,1,820425.0
10032,E,3,5,348960.0
3584,C,3,3,259200.0
9341,C,6,3,577050.0
10643,C,5,3,632150.0
3905,C,1,3,255250.0
14296,B,6,2,989760.0
7793,F,3,6,187860.0
6613,E,3,5,246390.0
7248,F,3,6,176960.0
14241,A,4,1,1203075.0
4062,A,6,1,469650.0
8981,E,2,5,311430.0
11072,C,4,3,643600.0
4109,A,1,1,398175.0
4799,B,5,2,407940.0
7145,C,2,3,427250.0
13810,C,3,3,770500.0
14982,A,1,1,1213650.0
14727,C,2,3,806350.0
10640,F,5,6,252800.0
2874,E,5,5,146220.0
5848,C,1,3,352400.0
13481,B,4,2,916860.0
10581,D,1,4,471240.0
2130,F,4,6,78600.0
3214,E,1,5,132420.0
6436,B,2,2,470160.0
8674,C,5,3,533700.0
725,B,3,2,139500.0
8311,D,4,4,404440.0
3298,F,5,6,105960.0
12605,F,2,6,280100.0
1643,A,5,1,273225.0
5402,D,5,4,296080.0
7197,D,6,4,375880.0
14985,A,3,1,1243875.0
14341,A,1,1,1165575.0
9351,A,4,1,836325.0
634,A,1,1,137550.0
5952,B,1,2,429120.0
2327,E,6,5,135810.0
9666,F,2,6,221320.0
13515,D,3,4,604600.0
14390,E,5,5,491700.0
7458,E,2,5,265740.0
6302,E,1,5,225060.0
2510,C,6,3,235500.0
9261,B,6,2,687660.0
4850,A,3,1,483750.0
2943,F,4,6,94860.0
12983,B,2,2,862980.0
5104,E,1,5,189120.0
12912,D,2,4,572480.0
10237,F,6,6,248740.0
14886,E,2,5,488580.0
11178,D,4,4,519120.0
5189,B,4,2,419340.0
3570,F,3,6,103400.0
8405,A,6,1,795375.0
14839,F,6,6,340780.0
7261,E,4,5,271830.0
9678,F,4,6,229560.0
9006,E,1,5,306180.0
13544,B,1,2,884640.0
12383,F,6,6,291660.0
4212,F,6,6,128240.0
1014,F,6,6,64280.0
4784,F,2,6,123680.0
10715,A,1,1,893625.0
14710,E,6,5,507300.0
2108,F,4,6,78160.0
4763,F,1,6,119260.0
7769,C,2,3,458450.0
12570,B,5,2,874200.0
14175,B,5,2,970500.0
10734,A,4,1,940050.0
14831,B,3,2,985860.0
7909,E,2,5,279270.0
12022,F,5,6,280440.0
10804,E,3,5,372120.0
14074,F,4,6,317480.0
3869,C,5,3,293450.0
4318,C,4,3,305900.0
4798,A,4,1,494850.0
10202,A,5,1,915150.0
6293,B,4,2,485580.0
7618,A,4,1,706350.0
3073,A,4,1,365475.0
5979,D,2,4,295160.0
2637,C,5,3,231850.0
12896,C,5,3,744800.0
7226,B,4,2,541560.0
13354,F,2,6,295080.0
12389,A,1,1,1019175.0
10132,B,5,2,727920.0
7325,C,6,3,476250.0
1424,A,5,1,256800.0
13482,D,4,4,611280.0
11019,A,1,1,916425.0
13001,F,3,6,292020.0
2392,E,6,5,137760.0
13794,F,4,6,311880.0
5738,B,2,2,428280.0
14058,B,2,2,927480.0
12291,F,3,6,277820.0
5083,C,3,3,334150.0
6630,D,5,4,345200.0
1010,B,2,2,144600.0
9963,C,5,3,598150.0
9514,D,5,4,460560.0
3042,C,3,3,232100.0
7127,E,3,5,261810.0
12303,E,4,5,423090.0
909,A,3,1,188175.0
3240,A,3,1,363000.0
1020,C,4,3,141000.0
5312,A,3,1,518400.0
11447,F,3,6,260940.0
13977,D,1,4,607080.0
4199,E,1,5,161970.0
6158,D,2,4,302320.0
2095,E,3,5,110850.0
12636,C,5,3,731800.0
9839,E,3,5,343170.0
14055,D,1,4,610200.0
11937,B,2,2,800220.0
13998,D,6,4,647920.0
14233,E,4,5,480990.0
1598,B,2,2,179880.0
828,B,5,2,169680.0
8022,D,2,4,376880.0
5723,D,3,4,292920.0
7201,E,3,5,264030.0
13583,A,4,1,1153725.0
8625,E,3,5,306750.0
14775,E,6,5,509250.0
843,F,6,6,60860.0
5335,D,1,4,261400.0
13599,E,2,5,449970.0
5670,B,3,2,436200.0
13875,B,1,2,904500.0
3975,E,3,5,167250.0
6194,E,6,5,251820.0
7323,E,2,5,261690.0
14465,E,5,5,493950.0
12352,A,2,1,1031400.0
4769,A,3,1,477675.0
14444,E,5,5,493320.0
4872,B,5,2,412320.0
13202,F,3,6,296040.0
5822,E,2,5,216660.0
6031,D,3,4,305240.0
2948,F,4,6,94960.0
8632,C,4,3,521600.0
11486,F,5,6,269720.0
2359,F,4,6,83180.0
5415,E,3,5,210450.0
10179,B,4,2,718740.0
4256,E,1,5,163680.0
3049,B,6,2,314940.0
10105,F,3,6,234100.0
7015,E,6,5,276450.0
11005,E,4,5,384150.0
10261,D,2,4,466440.0
6451,C,1,3,382550.0
14473,D,6,4,666920.0
6234,B,4,2,482040.0
2228,D,2,4,145120.0
10471,C,3,3,603550.0
13766,E,6,5,478980.0
12165,C,3,3,688250.0
7449,E,3,5,271470.0
1783,F,1,6,59660.0
7423,C,5,3,471150.0
2662,A,3,1,319650.0
13471,F,6,6,313420.0
5138,B,3,2,404280.0
1992,A,2,1,254400.0
9099,A,5,1,832425.0
1006,D,5,4,120240.0
1947,B,4,2,224820.0
7460,C,6,3,483000.0
605,D,2,4,80200.0
14854,F,1,6,321080.0
10877,D,3,4,499080.0
4878,E,6,5,212340.0
12537,E,1,5,412110.0
12204,A,4,1,1050300.0
14803,C,4,3,830150.0
3686,C,4,3,274300.0
13789,C,1,3,749450.0
11173,E,5,5,395190.0
7798,A,4,1,719850.0
12521,A,3,1,1059075.0
2582,F,4,6,87640.0
1225,F,4,6,60500.0
13896,D,2,4,611840.0
2040,C,2,3,172000.0
5492,B,6,2,461520.0
3026,D,1,4,169040.0
6932,A,6,1,684900.0
2664,E,3,5,127920.0
3458,E,5,5,163740.0
2600,F,1,6,76000.0
3922,B,5,2,355320.0
13155,D,4,4,598200.0
5923,A,4,1,579225.0
2799,F,4,6,91980.0
8454,F,5,6,209080.0
4519,E,2,5,177570.0
9336,A,3,1,820200.0
14093,B,2,2,929580.0
1049,E,4,5,85470.0
11980,D,1,4,527200.0
14633,F,6,6,336660.0
7489,F,4,6,185780.0
5245,D,4,4,281800.0
10527,D,5,4,501080.0
6760,E,5,5,262800.0
5142,F,6,6,146840.0
4441,A,3,1,453075.0
12798,F,5,6,295960.0
11143,C,5,3,657150.0
4385,B,5,2,383100.0
722,A,3,1,174150.0
3745,F,5,6,114900.0
13637,A,6,1,1187775.0
6971,E,2,5,251130.0
4576,F,2,6,119520.0
3937,E,5,5,178110.0
8315,F,5,6,206300.0
10866,D,2,4,490640.0
2350,F,3,6,79000.0
2996,F,2,6,87920.0
4536,A,2,1,445200.0
1650,F,3,6,65000.0
6633,E,1,5,234990.0
782,D,5,4,111280.0
9049,D,1,4,409960.0
2992,F,1,6,83840.0
5028,D,6,4,289120.0
1942,F,4,6,74840.0
14495,C,3,3,804750.0
5325,E,5,5,219750.0
5344,C,3,3,347200.0
4484,A,3,1,456300.0
6246,F,4,6,160920.0
4748,A,4,1,491100.0
5775,E,3,5,221250.0
9009,E,6,5,336270.0
6839,A,6,1,677925.0
9128,C,2,3,526400.0
7241,B,5,2,554460.0
7128,C,3,3,436400.0
589,D,4,4,95560.0
8422,D,4,4,408880.0
9450,A,2,1,813750.0
6049,A,6,1,618675.0
12910,E,6,5,453300.0
764,A,4,1,192300.0
10174,B,4,2,718440.0
14932,C,5,3,846600.0
5181,D,3,4,271240.0
14668,E,2,5,482040.0
12356,E,6,5,436680.0
9831,D,4,4,465240.0
8742,F,5,6,214840.0
13877,D,3,4,619080.0
11205,C,3,3,640250.0
9665,A,5,1,874875.0
503,E,3,5,63090.0
13930,D,5,4,637200.0
3085,B,5,2,305100.0
4849,E,1,5,181470.0
14096,F,4,6,317920.0
8193,C,2,3,479650.0
12783,D,5,4,591320.0
8676,E,1,5,296280.0
8712,F,6,6,218240.0
9241,E,6,5,343230.0
8976,C,4,3,538800.0
2905,D,1,4,164200.0
9986,D,5,4,479440.0
6881,E,2,5,248430.0
6707,F,1,6,158140.0
3539,E,1,5,142170.0
7427,A,2,1,662025.0
2333,A,5,1,324975.0
13044,C,6,3,762200.0
4943,E,1,5,184290.0
8504,F,6,6,214080.0
11349,F,2,6,254980.0
8723,B,1,2,595380.0
12330,C,5,3,716500.0
6180,C,4,3,399000.0
7756,F,3,6,187120.0
2594,A,2,1,299550.0
8956,A,1,1,761700.0
7222,C,1,3,421100.0
8378,D,5,4,415120.0
1766,D,5,4,150640.0
13677,C,4,3,773850.0
11333,C,4,3,656650.0
5541,D,5,4,301640.0
13004,E,5,5,450120.0
5873,F,6,6,161460.0
7580,D,1,4,351200.0
7367,C,1,3,428350.0
1045,E,3,5,79350.0
6833,D,2,4,329320.0
11239,C,1,3,621950.0
8430,F,1,6,192600.0
1222,A,5,1,241650.0
1134,A,6,1,250050.0
13256,A,6,1,1159200.0
12730,F,1,6,278600.0
1956,B,1,2,189360.0
2840,C,5,3,242000.0
1054,F,5,6,61080.0
5309,F,2,6,134180.0
8060,C,6,3,513000.0
14083,F,3,6,313660.0
4696,E,1,5,176880.0
11922,D,2,4,532880.0
6445,C,2,3,392250.0
660,F,2,6,41200.0
11057,D,1,4,490280.0
11158,A,5,1,986850.0
1765,B,5,2,225900.0
4650,E,6,5,205500.0
3587,A,6,1,434025.0
3681,D,3,4,211240.0
4359,B,3,2,357540.0
2658,B,1,2,231480.0
4752,A,2,1,461400.0
1265,D,4,4,122600.0
5098,A,1,1,472350.0
8230,B,5,2,613800.0
8148,F,4,6,198960.0
4119,C,3,3,285950.0
12712,B,1,2,834720.0
4165,A,6,1,477375.0
7324,A,1,1,639300.0
7147,D,6,4,373880.0
14185,C,6,3,819250.0
14657,B,3,2,975420.0
14229,E,5,5,486870.0
7792,C,6,3,499600.0
10544,B,3,2,728640.0
5495,E,1,5,200850.0
7893,D,2,4,371720.0
7667,F,1,6,177340.0
10775,E,3,5,371250.0
3453,B,5,2,327180.0
9995,D,2,4,455800.0
12748,F,6,6,298960.0
12130,E,3,5,411900.0
12912,E,5,5,447360.0
3018,A,2,1,331350.0
12777,B,2,2,850620.0
13771,F,3,6,307420.0
10364,B,3,2,717840.0
13179,E,6,5,461370.0
14777,C,2,3,808850.0
11216,C,5,3,660800.0
12002,D,2,4,536080.0
10850,A,2,1,918750.0
622,E,6,5,84660.0
7877,E,4,5,290310.0
3361,A,2,1,357075.0
13821,E,3,5,462630.0
7629,C,6,3,491450.0
9687,A,3,1,846525.0
10575,B,1,2,706500.0
2590,A,1,1,284250.0
6681,A,5,1,651075.0
4648,B,6,2,410880.0
585,D,4,4,95400.0
1319,E,6,5,105570.0
3883,C,5,3,294150.0
3397,D,4,4,207880.0
1723,F,3,6,66460.0
8928,E,4,5,321840.0
12412,E,1,5,408360.0
9850,E,2,5,337500.0
6580,D,2,4,319200.0
10917,A,6,1,983775.0
663,A,2,1,154725.0
8729,D,3,4,413160.0
1186,D,4,4,119440.0
12354,C,2,3,687700.0
9294,A,3,1,817050.0
13395,F,2,6,295900.0
2424,A,1,1,271800.0
10883,F,1,6,241660.0
13891,F,6,6,321820.0
14798,B,2,2,971880.0
7908,F,1,6,182160.0
11103,C,3,3,635150.0
883,B,2,2,136980.0
898,A,3,1,187350.0
3655,B,6,2,351300.0
3982,B,1,2,310920.0
1735,B,3,2,200100.0
5178,B,6,2,442680.0
10972,F,2,6,247440.0
5683,E,6,5,236490.0
9645,A,5,1,873375.0
4626,C,3,3,311300.0
9474,A,2,1,815550.0
4429,F,6,6,132580.0
8194,E,3,5,293820.0
14867,E,1,5,482010.0
13329,A,3,1,1119675.0
6237,D,2,4,305480.0
1320,D,6,4,140800.0
7563,C,2,3,448150.0
11532,B,4,2,799920.0
6249,B,1,2,446940.0
1871,A,2,1,245325.0
12107,A,6,1,1073025.0
9052,F,4,6,217040.0
4605,C,2,3,300250.0
11096,E,1,5,368880.0
14817,E,3,5,492510.0
13174,A,6,1,1153050.0
8852,F,2,6,205040.0
7876,B,2,2,556560.0
3659,B,3,2,315540.0
14676,C,6,3,843800.0
13059,B,3,2,879540.0
11580,B,4,2,802800.0
4458,C,2,3,292900.0
10364,E,6,5,376920.0
2296,E,1,5,104880.0
8331,D,2,4,389240.0
3959,F,6,6,123180.0
2031,A,3,1,272325.0
10168,F,3,6,235360.0
7968,D,3,4,382720.0
13360,C,5,3,768000.0
8707,C,5,3,535350.0
10248,A,3,1,888600.0
13009,F,6,6,304180.0
8501,F,2,6,198020.0
10686,D,1,4,475440.0
9749,D,6,4,477960.0
3520,D,2,4,196800.0
12068,B,5,2,844080.0
13563,E,2,5,448890.0
10929,B,1,2,727740.0
3132,B,1,2,259920.0
12040,E,5,5,421200.0
8257,A,3,1,739275.0
11044,E,3,5,379320.0
10157,E,6,5,370710.0
2975,C,4,3,238750.0
1607,D,4,4,136280.0
8548,B,1,2,584880.0
6044,B,2,2,446640.0
1759,B,1,2,177540.0
10736,B,6,2,776160.0
4285,E,6,5,194550.0
13181,E,1,5,431430.0
3674,C,4,3,273700.0
588,A,1,1,134100.0
9670,A,5,1,875250.0
14997,B,4,2,1007820.0
13645,A,2,1,1128375.0
10492,A,1,1,876900.0
12505,D,2,4,556200.0
6838,F,5,6,176760.0
1845,E,4,5,109350.0
3365,D,3,4,198600.0
4380,F,6,6,131600.0
6496,B,3,2,485760.0
13092,D,1,4,571680.0
6154,E,6,5,250620.0
14516,B,4,2,978960.0
12981,F,6,6,303620.0
8604,C,2,3,500200.0
11040,F,1,6,244800.0
1765,D,3,4,134600.0
9668,C,1,3,543400.0
14568,C,4,3,818400.0
14379,F,3,6,319580.0
3563,A,4,1,402225.0
9055,A,5,1,829125.0
5374,D,6,4,302960.0
11141,E,1,5,370230.0
9274,A,2,1,800550.0
9930,B,5,2,715800.0
10925,F,6,6,262500.0
6734,D,5,4,349360.0
12977,C,2,3,718850.0
657,C,1,3,92850.0
4174,B,5,2,370440.0
5071,F,2,6,129420.0
10629,C,6,3,641450.0
1455,C,2,3,142750.0
12335,A,5,1,1075125.0
1596,B,6,2,227760.0
6945,A,3,1,640875.0
13547,D,5,4,621880.0
13418,D,1,4,584720.0
3059,C,4,3,242950.0
3988,B,5,2,359280.0
8970,F,1,6,203400.0
13296,C,2,3,734800.0
6922,C,1,3,406100.0
1249,F,5,6,64980.0
8273,A,2,1,725475.0
3049,D,2,4,177960.0
1102,B,6,2,198120.0
13726,C,4,3,776300.0
13934,D,4,4,629360.0
13942,D,5,4,637680.0
11401,E,6,5,408030.0
4731,E,3,5,189930.0
5056,C,3,3,332800.0
5304,F,4,6,142080.0
7420,B,5,2,565200.0
13651,A,5,1,1173825.0
2383,C,3,3,199150.0
14102,F,1,6,306040.0
9096,C,5,3,554800.0
11371,C,4,3,658550.0
14632,E,2,5,480960.0
2894,E,3,5,134820.0
4198,E,5,5,185940.0
7928,B,6,2,607680.0
14002,E,6,5,486060.0
5362,B,3,2,417720.0
4578,B,1,2,346680.0
3431,D,1,4,185240.0
2914,D,5,4,196560.0
2218,B,6,2,265080.0
4223,B,1,2,325380.0
2150,E,6,5,130500.0
3333,E,5,5,159990.0
2063,E,1,5,97890.0
1223,C,1,3,121150.0
8394,E,4,5,305820.0
1895,B,5,2,233700.0
1001,D,1,4,88040.0
1542,C,1,3,137100.0
11670,E,5,5,410100.0
6651,B,6,2,531060.0
7581,F,3,6,183620.0
13895,A,1,1,1132125.0
6095,D,2,4,299800.0
14085,F,3,6,313700.0
7848,C,4,3,482400.0
13584,D,6,4,631360.0
1005,E,2,5,72150.0
11064,D,3,4,506560.0
3528,E,5,5,165840.0
7805,F,1,6,180100.0
8761,A,5,1,807075.0
3204,A,3,1,360300.0
1450,B,5,2,207000.0
3884,E,1,5,152520.0
4537,F,5,6,130740.0
7325,D,6,4,381000.0
3466,D,4,4,210640.0
2291,C,4,3,204550.0
5541,F,1,6,134820.0
1186,A,6,1,253950.0
6921,A,1,1,609075.0
4072,F,3,6,113440.0
7645,E,1,5,265350.0
10377,F,5,6,247540.0
6150,A,4,1,596250.0
1650,A,1,1,213750.0
11563,C,6,3,688150.0
5823,F,1,6,140460.0
10266,B,2,2,699960.0
13824,A,6,1,1201800.0
2276,A,1,1,260700.0
6098,F,6,6,165960.0
1876,A,3,1,260700.0
9778,B,1,2,658680.0
11502,D,4,4,532080.0
12198,C,1,3,669900.0
6719,F,1,6,158380.0
4494,F,6,6,133880.0
1482,D,2,4,115280.0
4017,B,1,2,313020.0
3032,F,6,6,104640.0
3350,F,5,6,107000.0
9564,C,2,3,548200.0
14614,E,5,5,498420.0
2041,F,2,6,68820.0
10411,A,1,1,870825.0
14145,D,6,4,653800.0
14780,E,2,5,485400.0
6233,E,3,5,234990.0
4650,B,1,2,351000.0
12974,F,1,6,283480.0
10531,A,4,1,924825.0
7369,F,3,6,179380.0
7603,A,2,1,675225.0
8438,E,1,5,289140.0
13396,A,5,1,1154700.0
3535,D,3,4,205400.0
3615,E,1,5,144450.0
9028,F,5,6,220560.0
5642,A,5,1,573150.0
2050,D,1,4,130000.0
3638,E,6,5,175140.0
14129,C,4,3,796450.0
7033,A,3,1,647475.0
7146,C,1,3,417300.0
1793,A,4,1,269475.0
7929,C,2,3,466450.0
13990,E,4,5,473700.0
9438,B,1,2,638280.0
10688,E,1,5,356640.0
3536,A,4,1,400200.0
14380,D,4,4,647200.0
3476,D,5,4,219040.0
8001,E,1,5,276030.0
6065,F,5,6,161300.0
8108,F,5,6,202160.0
4398,F,3,6,119960.0
2069,E,3,5,110070.0
4616,C,3,3,310800.0
4499,A,2,1,442425.0
11112,B,4,2,774720.0
11337,A,4,1,985275.0
13221,F,1,6,288420.0
7980,E,3,5,287400.0
9729,A,5,1,879675.0
6012,B,5,2,480720.0
11688,A,1,1,966600.0
3597,E,6,5,173910.0
12881,F,5,6,297620.0
3359,C,4,3,257950.0
5693,A,1,1,516975.0
1580,A,4,1,253500.0
7646,A,4,1,708450.0
6657,D,5,4,346280.0
1847,E,5,5,115410.0
6804,C,6,3,450200.0
10656,C,6,3,642800.0
671,A,1,1,140325.0
4507,B,5,2,390420.0
9189,C,5,3,559450.0
14765,B,2,2,969900.0
6958,D,2,4,334320.0
14050,C,6,3,812500.0
9010,C,6,3,560500.0
6782,A,5,1,658650.0
2272,F,5,6,85440.0
10329,B,1,2,691740.0
5512,D,5,4,300480.0
7738,E,1,5,268140.0
3481,F,5,6,109620.0
4707,D,1,4,236280.0
5387,D,4,4,287480.0
5854,A,4,1,574050.0
10220,B,2,2,697200.0
2981,D,2,4,175240.0
7576,F,1,6,175520.0
9783,F,5,6,235660.0
8414,C,6,3,530700.0
521,E,1,5,51630.0
8375,A,3,1,748125.0
3943,A,1,1,385725.0
1016,C,6,3,160800.0
8394,A,3,1,749550.0
8362,A,3,1,747150.0
11885,C,4,3,684250.0
2142,E,4,5,118260.0
6435,C,1,3,381750.0
10768,F,1,6,239360.0
9672,A,3,1,845400.0
13946,C,5,3,797300.0
2146,A,5,1,310950.0
14892,D,3,4,659680.0
11922,E,3,5,405660.0
9411,A,1,1,795825.0
13570,A,3,1,1137750.0
12565,C,6,3,738250.0
12834,A,1,1,1052550.0
4564,A,1,1,432300.0
7695,F,5,6,193900.0
7490,B,3,2,545400.0
11547,A,3,1,986025.0
4763,E,6,5,208890.0
9845,D,6,4,481800.0
9719,F,1,6,218380.0
9228,E,6,5,342840.0
9148,F,4,6,218960.0
3098,D,5,4,203920.0
7789,B,1,2,539340.0
9945,A,5,1,895875.0
12741,A,4,1,1090575.0
11942,A,3,1,1015650.0
12937,B,5,2,896220.0
6564,C,2,3,398200.0
4479,F,3,6,121580.0
1756,A,6,1,296700.0
4666,D,4,4,258640.0
6114,E,1,5,219420.0
1466,A,3,1,229950.0
2803,B,6,2,300180.0
6764,D,4,4,342560.0
9429,D,3,4,441160.0
13664,B,3,2,915840.0
4226,B,5,2,373560.0
6923,D,2,4,332920.0
8374,F,6,6,211480.0
4705,C,1,3,295250.0
8247,F,5,6,204940.0
3479,B,2,2,292740.0
6490,A,5,1,636750.0
13768,D,2,4,606720.0
9395,F,2,6,215900.0
14241,D,6,4,657640.0
1321,E,3,5,87630.0
5876,A,4,1,575700.0
12749,E,6,5,448470.0
5495,F,3,6,141900.0
3327,B,4,2,307620.0
3152,C,3,3,237600.0
11562,A,3,1,987150.0
9661,B,1,2,651660.0
7250,B,4,2,543000.0
8899,C,1,3,504950.0
14128,D,6,4,653120.0
9306,C,5,3,565300.0
10997,F,6,6,263940.0
10252,B,6,2,747120.0
719,A,5,1,203925.0
12700,A,4,1,1087500.0
2331,D,3,4,157240.0
13466,C,6,3,783300.0
5853,D,5,4,314120.0
8457,C,1,3,482850.0
3796,F,5,6,115920.0
10492,B,3,2,725520.0
5667,E,1,5,206010.0
7079,C,4,3,443950.0
4352,D,5,4,254080.0
11150,C,3,3,637500.0
11278,F,3,6,257560.0
12307,D,4,4,564280.0
5937,E,1,5,214110.0
9148,D,2,4,421920.0
7909,C,6,3,505450.0
3106,B,5,2,306360.0
8268,B,1,2,568080.0
12907,A,4,1,1103025.0
4904,E,3,5,195120.0
4397,C,2,3,289850.0
7727,F,3,6,186540.0
2977,F,4,6,95540.0
2824,D,6,4,200960.0
7620,E,5,5,288600.0
1654,D,5,4,146160.0
11482,E,2,5,386460.0
9522,A,3,1,834150.0
12078,D,1,4,531120.0
9561,E,5,5,346830.0
9416,C,5,3,570800.0
13113,B,3,2,882780.0
1792,B,5,2,227520.0
11332,E,2,5,381960.0
8911,D,2,4,412440.0
8117,A,5,1,758775.0
9006,E,4,5,324180.0
6299,F,3,6,157980.0
6981,B,2,2,502860.0
5079,A,1,1,470925.0
4233,B,5,2,373980.0
10941,A,4,1,955575.0
14617,F,1,6,316340.0
1050,D,1,4,90000.0
7568,A,6,1,732600.0
4006,D,1,4,208240.0
11031,F,3,6,252620.0
10761,D,6,4,518440.0
3648,D,6,4,233920.0
11374,D,6,4,542960.0
3179,B,4,2,298740.0
6044,C,2,3,372200.0
1880,A,4,1,276000.0
14526,D,5,4,661040.0
4030,D,1,4,209200.0
8685,A,6,1,816375.0
7134,A,6,1,700050.0
12135,F,6,6,286700.0
11799,B,5,2,827940.0
12895,A,2,1,1072125.0
9269,A,1,1,785175.0
12439,C,2,3,691950.0
9468,A,6,1,875100.0
1280,A,2,1,201000.0
11852,C,6,3,702600.0
7510,A,1,1,653250.0
12961,E,4,5,442830.0
8666,C,2,3,503300.0
7220,A,4,1,676500.0
10159,F,5,6,243180.0
1823,F,6,6,80460.0
13007,F,1,6,284140.0
7904,C,1,3,455200.0
4571,F,3,6,123420.0
11106,E,4,5,387180.0
3896,A,6,1,457200.0
9910,D,1,4,444400.0
9942,E,1,5,334260.0
9962,C,3,3,578100.0
10142,C,4,3,597100.0
4406,D,1,4,224240.0
6850,B,5,2,531000.0
10432,A,2,1,887400.0
9904,C,3,3,575200.0
13144,A,5,1,1135800.0
8734,D,1,4,397360.0
7204,F,6,6,188080.0
14266,C,6,3,823300.0
4342,B,1,2,332520.0
5424,C,3,3,351200.0
9388,A,6,1,869100.0
4508,A,4,1,473100.0
4331,D,4,4,245240.0
5803,A,2,1,540225.0
4209,B,5,2,372540.0
2521,A,2,1,294075.0
12296,A,4,1,1057200.0
10627,C,1,3,591350.0
5018,C,3,3,330900.0
1191,C,4,3,149550.0
14969,E,6,5,515070.0
6904,C,6,3,455200.0
1997,C,1,3,159850.0
11397,F,5,6,267940.0
9567,C,4,3,568350.0
8472,B,4,2,616320.0
1626,C,2,3,151300.0
3119,C,5,3,255950.0
14228,B,3,2,949680.0
7540,C,4,3,467000.0
9533,E,5,5,345990.0
7752,B,6,2,597120.0
3783,B,5,2,346980.0
10469,D,6,4,506760.0
6724,E,3,5,249720.0
4168,F,1,6,107360.0
13562,E,2,5,448860.0
12956,F,6,6,303120.0
10251,E,4,5,361530.0
11123,B,5,2,787380.0
12786,B,6,2,899160.0
11711,C,3,3,665550.0
12044,A,1,1,993300.0
6394,C,5,3,419700.0
2032,E,6,5,126960.0
12521,A,5,1,1089075.0
1554,D,5,4,142160.0
8169,A,1,1,702675.0
4477,A,3,1,455775.0
7084,A,6,1,696300.0
1524,F,1,6,54480.0
13348,C,4,3,757400.0
2734,A,5,1,355050.0
10620,C,4,3,621000.0
2686,C,5,3,234300.0
8653,A,1,1,738975.0
2404,D,2,4,152160.0
10482,F,4,6,245640.0
1152,F,3,6,55040.0
10720,F,6,6,258400.0
6534,C,5,3,426700.0
8799,E,6,5,329970.0
12138,A,5,1,1060350.0
13851,B,3,2,927060.0
10243,B,5,2,734580.0
4581,E,4,5,191430.0
11574,C,2,3,648700.0
8879,D,3,4,419160.0
10683,A,6,1,966225.0
6735,F,2,6,162700.0
1135,F,1,6,46700.0
13913,E,2,5,459390.0
12369,C,4,3,708450.0
7673,B,2,2,544380.0
11791,B,4,2,815460.0
992,B,2,2,143520.0
7407,B,4,2,552420.0
523,C,2,3,96150.0
12690,E,1,5,416700.0
11162,B,3,2,765720.0
4261,A,6,1,484575.0
597,C,2,3,99850.0
4057,E,4,5,175710.0
6010,F,6,6,164200.0
2384,D,6,4,183360.0
5351,F,3,6,139020.0
524,A,3,1,159300.0
14395,D,5,4,655800.0
5070,B,5,2,424200.0
11490,D,1,4,507600.0
2003,F,1,6,64060.0
8119,E,2,5,285570.0
11147,E,6,5,400410.0
11436,C,1,3,631800.0
2303,A,6,1,337725.0
10176,A,4,1,898200.0
4857,C,5,3,342850.0
10219,B,1,2,685140.0
8581,A,3,1,763575.0
5828,C,5,3,391400.0
8772,B,4,2,634320.0
5860,A,2,1,544500.0
5584,D,4,4,295360.0
13399,B,2,2,887940.0
8612,A,5,1,795900.0
9806,E,6,5,360180.0
9366,E,3,5,328980.0
6900,A,2,1,622500.0
4368,C,6,3,328400.0
3422,A,1,1,346650.0
11173,A,3,1,957975.0
8182,B,3,2,586920.0
10591,B,3,2,731460.0
4526,B,1,2,343560.0
13446,B,1,2,878760.0
2123,A,6,1,324225.0
5091,B,3,2,401460.0
7881,D,6,4,403240.0
9113,A,2,1,788475.0
8730,B,4,2,631800.0
6395,D,1,4,303800.0
11318,D,1,4,500720.0
7317,B,6,2,571020.0
9739,F,2,6,222780.0
5262,E,1,5,193860.0
4857,E,5,5,205710.0
11478,B,5,2,808680.0
1105,D,6,4,132200.0
14026,C,1,3,761300.0
10747,B,6,2,776820.0
5942,A,4,1,580650.0
